date,fatalities,event_count,severity,fatalities_7d,severity_7d,fatalities_30d,severity_30d,fatalities_90d,intensity,conflict_pressure,Close,daily_return,volatility_30,volatility_90,return_30d,price_change,article_count,avg_tone,intensity_7d,intensity_30d,tone_30d,article_count_norm,market_stress,media_pressure,global_pressure,tone_change,news_change,risk_score,risk_7d,risk_30d,risk_90d,shock_score,risk_change,risk_acceleration,risk_momentum,risk_percentile,risk_zscore,risk_regime,regime,crisis_index,gold_close,gold_return,gold_volatility,gold_return_30d,sp500_close,sp500_return,sp500_volatility,sp500_return_30d,dxy_close,dxy_return,dxy_volatility,dxy_return_30d,risk_level
2022-03-01,28.0,67,212,28.0,212.0,28.0,212.0,28.0,1.32,213.32,104.97000122070312,3.940987663255946,2.740366939638364,2.740366939638364,0.0,3.9800033569335938,348884,-1.0176091867551786,1.32,1.32,-1.0176091867551786,81.90339479199793,6.681354602894309,82.9210039787531,302.9223585816474,0.0,0,27.18,27.18,27.18,27.18,0.0,0.0,0.0,0.0,100.0,0.0,1,Elevated,104.58474263690836,1942.4000244140625,2.2638727728386154,2.158348534783173,0.0,405.6187438964844,-1.5229973285662002,1.8963487902901264,0.0,97.41000366210938,0.7238182031470197,0.6295626333259037,0.0,Moderate
2022-03-02,25.0,73,218,53.0,215.0,53.0,215.0,53.0,1.6,219.6,112.93000030517578,7.583118026012481,3.589968233720356,3.589968233720356,0.0,7.959999084472656,355066,-1.0617166321529594,1.46,1.46,-1.039662909454069,82.62903252058986,11.173086259732836,83.69074915274282,314.46383541247565,-0.0441074453977807,100,30.88,29.03,29.03,29.03,13.620537226988905,3.6999999999999993,0.0,0.0,100.0,0.7071067811865471,1,Elevated,109.0473843344417,1920.9000244140625,-1.1068780750497331,1.900133971310956,0.0,413.08050537109375,1.8395997687211447,1.765631589145236,0.0,97.38999938964844,-0.02053615820643,0.5172096450242043,0.0,Moderate
2022-03-03,42.0,72,278,95.0,236.0,95.0,236.0,95.0,2.01,280.01,110.45999908447266,-2.187196682925996,3.980815932239431,3.980815932239431,0.0,-2.470001220703125,355901,-1.0632887247633365,1.643333333333333,1.643333333333333,-1.047538181223825,82.93625280770858,6.168012615165427,83.99954153247192,370.17755414763735,-0.001572092610377,100,29.35,29.136666666666667,29.136666666666667,29.136666666666667,17.507860463051884,-1.5299999999999976,-5.229999999999997,0.0,66.66666666666666,0.1147445487680561,1,Elevated,131.27111335256055,1934.4000244140625,0.7027955556467846,1.6788536495545618,0.0,411.0240478515625,-0.4978345607677181,1.6014908066509872,0.0,97.79000091552734,0.4107213557713818,0.4738093496243614,0.0,Moderate
2022-03-04,14.0,50,206,109.0,228.5,109.0,228.5,109.0,2.15,208.15,118.11000061035156,6.92558536056902,4.03796754271419,4.03796754271419,0.0,7.650001525878906,336934,-1.1069126124962343,1.77,1.77,-1.0623817890419271,81.97669805332204,10.96355290328321,83.08361066581827,302.19716356910146,-0.043623887732898,-100,31.07,29.62,29.62,29.62,17.21811943866449,1.7199999999999989,3.2499999999999964,0.0,100.0,0.8056964818741805,1,Elevated,104.26214329447694,1965.0999755859373,1.5870528734703848,1.618513622527652,0.0,407.6846008300781,-0.8124699853791495,1.5094829004615773,0.0,98.6500015258789,0.8794361410165541,0.5216485874194914,0.0,Moderate
2022-03-05,100.0,63,237,209.0,230.2,209.0,230.2,209.0,2.54,239.54,118.11000061035156,6.92558536056902,4.03796754271419,4.03796754271419,0.0,7.650001525878906,225776,-1.1517107956668515,1.924,1.924,-1.0802475903669122,76.18191384935908,10.96355290328321,77.33362464502594,327.8371775483091,-0.0447981831706172,-100,33.8,30.456,30.456,30.456,31.323990915853088,2.729999999999997,1.009999999999998,0.0,100.0,1.3739543607294304,1,Elevated,115.66814609031849,1965.0999755859373,1.5870528734703848,1.618513622527652,0.0,407.6846008300781,-0.8124699853791495,1.5094829004615773,0.0,98.6500015258789,0.8794361410165541,0.5216485874194914,0.0,Moderate
2022-03-06,76.0,97,208,285.0,226.5,285.0,226.5,285.0,2.97,210.97,118.11000061035156,6.92558536056902,4.03796754271419,4.03796754271419,0.0,7.650001525878906,200244,-1.2062905309402383,2.098333333333333,2.098333333333333,-1.1012547471291332,71.3197498040551,10.96355290328321,72.52604033499534,294.45959323827856,-0.0545797352733865,-100,33.6,30.98,30.98,30.98,19.372898676366933,-0.1999999999999957,-2.9299999999999926,0.0,83.33333333333334,1.0367513110940592,1,Elevated,103.27862922831235,1965.0999755859373,1.5870528734703848,1.618513622527652,0.0,407.6846008300781,-0.8124699853791495,1.5094829004615773,0.0,98.6500015258789,0.8794361410165541,0.5216485874194914,0.0,Moderate
2022-03-07,73.0,41,159,358.0,216.8571428571429,358.0,216.8571428571429,358.0,3.19,162.19,123.20999908447266,4.318007321789907,3.717768584601681,3.717768584601681,0.0,5.099998474121094,303161,-0.9771434736055276,2.254285714285714,2.254285714285714,-1.0835245651971894,71.29829178276394,8.035775906391589,72.27543525636946,242.50121116276105,0.2291470573347107,100,30.53,30.915714285714284,30.915714285714284,30.915714285714284,13.945735286673552,-3.0700000000000003,-2.8700000000000045,0.0,42.85714285714285,-0.1667448771143435,1,Elevated,82.54539741383053,1993.9000244140625,1.4655767740029413,1.536040594321678,0.0,395.6663513183594,-2.947928248270515,1.810580103214242,0.0,99.29000091552734,0.648757607449757,0.4985142909504599,0.0,Moderate
2022-03-08,53.0,68,181,383.0,212.42857142857144,411.0,212.375,411.0,3.22,184.22,127.9800033569336,3.871442502966516,3.449667004553499,3.449667004553499,0.0,4.7700042724609375,348026,-0.8543125321368172,2.525714285714286,2.375,-1.054873061064643,72.59875183737451,7.321109507520015,73.45306436951132,264.99417387703136,0.1228309414687103,100,31.08,31.472857142857144,30.93625,30.93625,14.914154707343554,0.5499999999999972,3.619999999999997,0.5366071428571431,75.0,0.0670978112480823,1,Elevated,91.30705667691028,2040.0999755859373,2.317064577269945,1.558583605001058,0.0,392.6665344238281,-0.7581683113906168,1.6846180175112628,0.0,99.05999755859376,-0.2316480560104694,0.5002702180611142,0.0,Moderate
2022-03-09,46.0,53,187,404.0,208.0,457.0,209.55555555555557,457.0,3.18,190.18,111.13999938964844,-13.158308740091783,6.365319427901121,6.365319427901121,0.0,-16.840003967285156,346136,-0.9230048739656735,2.751428571428572,2.464444444444444,-1.0402210402758685,73.5609215377437,19.523628167992904,74.48392641170936,284.1875545797023,-0.0686923418288563,-100,37.49,32.417142857142856,31.664444444444445,31.664444444444445,12.143461709144283,6.410000000000004,5.860000000000007,0.7526984126984111,100.0,1.9650756917762373,1,Elevated,98.77823654953905,1985.9000244140625,-2.656730151487219,1.8456427522599212,0.0,403.1943664550781,2.681112625678117,1.8707694599335056,0.0,97.97000122070312,-1.100339556586294,0.6483859539867879,0.0,Moderate
2022-03-10,24.0,43,147,386.0,189.28571428571428,481.0,203.3,481.0,2.96,149.96,109.33000183105467,-1.628574382340997,6.080903733773522,6.080903733773522,0.0,-1.80999755859375,357096,-0.9378465703358296,2.887142857142857,2.514,-1.0299835932818646,74.58795233218228,7.70947811611452,75.52579890251812,233.19527701863265,-0.0148416963701559,100,31.26,32.690000000000005,31.624,31.624,16.674208481850783,-6.23,-12.640000000000004,1.0660000000000025,70.0,-0.1300964280445262,1,Elevated,78.17295102694943,1998.0999755859373,0.614328567495459,1.7419277313187824,0.0,401.37353515625,-0.4516013740065494,1.7693586940616124,0.0,98.51000213623048,0.5511900671623549,0.6279901488096031,0.0,Moderate
